"SiteID","Treatment","date","flow_mm","rain_mm","TSS_ppm","Year","station"
"ARM","control",2016-03-09,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-10,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-11,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-12,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-13,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-14,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-15,2.6162e-05,8.00000432,NA,2016,"IA0364"
"ARM","control",2016-03-16,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-17,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-18,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-19,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-20,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-21,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-22,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-23,0,11.00000594,NA,2016,"IA0364"
"ARM","control",2016-03-24,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-25,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-26,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-27,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-28,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-29,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-30,0,0,NA,2016,"IA0364"
"ARM","control",2016-03-31,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-01,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-02,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-03,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-04,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-05,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-06,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-07,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-08,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-09,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-10,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-11,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-19,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-20,0.0115637056,34.00001836,NA,2016,"IA0364"
"ARM","control",2016-04-21,0.0068292472,0,NA,2016,"IA0364"
"ARM","control",2016-04-22,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-23,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-24,0,6.00000324,NA,2016,"IA0364"
"ARM","control",2016-04-25,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-26,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-27,2.930043543,44.00002376,7.60808469904,2016,"IA0364"
"ARM","control",2016-04-28,0.5073274334,0,1.31784798544,2016,"IA0364"
"ARM","control",2016-04-29,0,0,NA,2016,"IA0364"
"ARM","control",2016-04-30,3.0687996536,33.00001782,7.97160020384,2016,"IA0364"
"ARM","control",2016-05-01,0.3123125072,0,0.81127176816,2016,"IA0364"
"ARM","control",2016-05-02,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-03,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-04,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-05,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-06,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-07,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-08,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-09,2.434033359,35.0000189,4.16373808816,2016,"IA0364"
"ARM","control",2016-05-10,1.7038839938,0,2.91472039824,2016,"IA0364"
"ARM","control",2016-05-11,2.2790135268,16.00000864,3.89855603424,2016,"IA0364"
"ARM","control",2016-05-12,0.1893524026,0,0.32391250192,2016,"IA0364"
"ARM","control",2016-05-13,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-14,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-15,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-16,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-17,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-18,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-19,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-20,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-21,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-22,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-23,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-24,0.038898195,3.00000162,NA,2016,"IA0364"
"ARM","control",2016-05-25,0.062571376,6.00000324,NA,2016,"IA0364"
"ARM","control",2016-05-26,8.6515588208,63.00003402,49.8802787168,2016,"IA0364"
"ARM","control",2016-05-27,1.039258526,6.00000324,5.9918109776,2016,"IA0364"
"ARM","control",2016-05-28,0.9598568306,1.00000054,5.53402307136,2016,"IA0364"
"ARM","control",2016-05-29,0.0225199956,0,0.12983836096,2016,"IA0364"
"ARM","control",2016-05-30,0,0,NA,2016,"IA0364"
"ARM","control",2016-05-31,0.017779746,1.00000054,NA,2016,"IA0364"
"ARM","control",2016-06-01,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-02,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-03,0,4.00000216,NA,2016,"IA0364"
"ARM","control",2016-06-04,0.0066080386,0,NA,2016,"IA0364"
"ARM","control",2016-06-05,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-06,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-07,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-08,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-09,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-10,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-11,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-12,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-13,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-14,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-15,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-16,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-17,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-18,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-19,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-20,0,21.00001134,NA,2016,"IA0364"
"ARM","control",2016-06-21,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-22,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-23,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-24,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-25,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-26,0,16.00000864,NA,2016,"IA0364"
"ARM","control",2016-06-27,0,2.00000108,NA,2016,"IA0364"
"ARM","control",2016-06-28,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-29,0,0,NA,2016,"IA0364"
"ARM","control",2016-06-30,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-01,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-02,0,7.00000378,NA,2016,"IA0364"
"ARM","control",2016-07-03,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-04,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-05,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-06,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-07,0,21.00001134,NA,2016,"IA0364"
"ARM","control",2016-07-08,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-09,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-10,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-11,0,24.00001296,NA,2016,"IA0364"
"ARM","control",2016-07-12,0.00312039,5.0000027,NA,2016,"IA0364"
"ARM","control",2016-07-13,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-14,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-15,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-16,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-17,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-18,2.1389237384,56.00003024,1.51325448512,2016,"IA0364"
"ARM","control",2016-07-19,0.0365326676,9.00000486,NA,2016,"IA0364"
"ARM","control",2016-07-20,0.0179160678,0,NA,2016,"IA0364"
"ARM","control",2016-07-21,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-22,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-23,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-24,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-25,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-26,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-27,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-28,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-29,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-30,0,0,NA,2016,"IA0364"
"ARM","control",2016-07-31,0.4218823922,4.00000216,NA,2016,"IA0364"
"ARM","control",2016-08-01,0.4941492022,3.00000162,NA,2016,"IA0364"
"ARM","control",2016-08-02,0.083323049,0,NA,2016,"IA0364"
"ARM","control",2016-08-03,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-04,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-05,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-06,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-07,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-08,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-09,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-10,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-11,0.041824529,18.00000972,NA,2016,"IA0364"
"ARM","control",2016-08-12,0.3006998304,0,NA,2016,"IA0364"
"ARM","control",2016-08-13,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-14,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-15,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-16,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-17,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-18,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-19,0,1.00000054,NA,2016,"IA0364"
"ARM","control",2016-08-20,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-21,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-22,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-23,0.0045559218,26.00001404,NA,2016,"IA0364"
"ARM","control",2016-08-24,0.0361013756,0,NA,2016,"IA0364"
"ARM","control",2016-08-25,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-26,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-27,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-28,0,4.00000216,NA,2016,"IA0364"
"ARM","control",2016-08-29,0.1430748218,22.00001188,NA,2016,"IA0364"
"ARM","control",2016-08-30,0,0,NA,2016,"IA0364"
"ARM","control",2016-08-31,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-01,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-02,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-03,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-04,0,3.00000162,NA,2016,"IA0364"
"ARM","control",2016-09-05,0.0742141518,1.00000054,NA,2016,"IA0364"
"ARM","control",2016-09-06,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-07,0.0578733158,16.00000864,NA,2016,"IA0364"
"ARM","control",2016-09-08,0.0065866772,0,NA,2016,"IA0364"
"ARM","control",2016-09-09,0.039057326,12.00000648,NA,2016,"IA0364"
"ARM","control",2016-09-10,0.0361406694,0,NA,2016,"IA0364"
"ARM","control",2016-09-11,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-12,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-13,0.0112168178,11.00000594,NA,2016,"IA0364"
"ARM","control",2016-09-14,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-15,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-16,0.0100908358,47.00002538,0.00329760704,2016,"IA0364"
"ARM","control",2016-09-17,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-18,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-19,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-20,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-21,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-22,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-23,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-24,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-25,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-26,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-27,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-28,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-29,0,0,NA,2016,"IA0364"
"ARM","control",2016-09-30,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-01,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-02,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-03,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-04,0,51.00002754,NA,2016,"IA0364"
"ARM","control",2016-10-05,0.0073609708,0,NA,2016,"IA0364"
"ARM","control",2016-10-06,0.1079888112,8.00000432,NA,2016,"IA0364"
"ARM","control",2016-10-07,0.0107282996,0,NA,2016,"IA0364"
"ARM","control",2016-10-08,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-09,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-10,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-11,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-12,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-13,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-14,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-15,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-16,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-17,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-18,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-19,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-20,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-21,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-22,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-23,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-24,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-25,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-26,0.0092462096,1.00000054,NA,2016,"IA0364"
"ARM","control",2016-10-27,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-28,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-29,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-30,0,0,NA,2016,"IA0364"
"ARM","control",2016-10-31,0,0,NA,2016,"IA0364"
"ARM","control",2016-11-01,0,0,NA,2016,"IA0364"
"ARM","control",2016-11-02,0.0187679584,14.00000756,NA,2016,"IA0364"
"ARM","control",2016-11-03,0,0,NA,2016,"IA0364"
"ARM","control",2016-11-04,0,0,NA,2016,"IA0364"
"ARM","control",2016-11-05,0,0,NA,2016,"IA0364"
"ARM","control",2016-11-06,0,0,NA,2016,"IA0364"
"ARM","control",2016-11-07,0,0,NA,2016,"IA0364"
"ARM","control",2016-11-08,0,0,NA,2016,"IA0364"
"ARM","control",2016-11-09,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-09,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-10,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-11,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-12,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-13,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-14,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-15,5.7404e-05,8.00000432,NA,2016,"IA0364"
"ARM","strips",2016-03-16,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-17,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-18,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-19,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-20,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-21,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-22,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-23,0,11.00000594,NA,2016,"IA0364"
"ARM","strips",2016-03-24,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-25,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-26,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-27,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-28,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-29,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-30,0,0,NA,2016,"IA0364"
"ARM","strips",2016-03-31,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-01,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-02,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-03,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-04,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-05,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-06,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-07,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-08,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-09,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-10,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-11,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-19,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-20,0,34.00001836,NA,2016,"IA0364"
"ARM","strips",2016-04-21,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-22,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-23,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-24,0,6.00000324,NA,2016,"IA0364"
"ARM","strips",2016-04-25,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-26,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-27,0.108420408,44.00002376,NA,2016,"IA0364"
"ARM","strips",2016-04-28,0.0254225552,0,NA,2016,"IA0364"
"ARM","strips",2016-04-29,0,0,NA,2016,"IA0364"
"ARM","strips",2016-04-30,0.3147727766,33.00001782,0.20275373328,2016,"IA0364"
"ARM","strips",2016-05-01,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-02,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-03,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-04,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-05,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-06,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-07,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-08,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-09,0,35.0000189,NA,2016,"IA0364"
"ARM","strips",2016-05-10,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-11,0,16.00000864,NA,2016,"IA0364"
"ARM","strips",2016-05-12,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-13,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-14,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-15,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-16,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-17,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-18,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-19,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-20,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-21,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-22,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-23,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-24,0,3.00000162,NA,2016,"IA0364"
"ARM","strips",2016-05-25,0,6.00000324,NA,2016,"IA0364"
"ARM","strips",2016-05-26,0.4804373678,63.00003402,0.06595109248,2016,"IA0364"
"ARM","strips",2016-05-27,0.149059138,6.00000324,0.02046179968,2016,"IA0364"
"ARM","strips",2016-05-28,0,1.00000054,NA,2016,"IA0364"
"ARM","strips",2016-05-29,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-30,0,0,NA,2016,"IA0364"
"ARM","strips",2016-05-31,0,1.00000054,NA,2016,"IA0364"
"ARM","strips",2016-06-01,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-02,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-03,0,4.00000216,NA,2016,"IA0364"
"ARM","strips",2016-06-04,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-05,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-06,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-07,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-08,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-09,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-10,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-11,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-12,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-13,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-14,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-15,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-16,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-17,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-18,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-19,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-20,0,21.00001134,NA,2016,"IA0364"
"ARM","strips",2016-06-21,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-22,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-23,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-24,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-25,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-26,0.00142748,16.00000864,NA,2016,"IA0364"
"ARM","strips",2016-06-27,9.8044e-05,2.00000108,NA,2016,"IA0364"
"ARM","strips",2016-06-28,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-29,0,0,NA,2016,"IA0364"
"ARM","strips",2016-06-30,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-01,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-02,0.0121531634,7.00000378,NA,2016,"IA0364"
"ARM","strips",2016-07-03,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-04,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-05,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-06,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-07,0.00224536,21.00001134,NA,2016,"IA0364"
"ARM","strips",2016-07-08,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-09,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-10,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-11,0.0049391824,24.00001296,NA,2016,"IA0364"
"ARM","strips",2016-07-12,0.0080806544,5.0000027,NA,2016,"IA0364"
"ARM","strips",2016-07-13,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-14,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-15,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-16,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-17,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-18,0.00051816,56.00003024,NA,2016,"IA0364"
"ARM","strips",2016-07-19,0,9.00000486,NA,2016,"IA0364"
"ARM","strips",2016-07-20,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-21,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-22,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-23,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-24,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-25,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-26,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-27,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-28,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-29,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-30,0,0,NA,2016,"IA0364"
"ARM","strips",2016-07-31,0,6.00000324,NA,2016,"IA0364"
"ARM","strips",2016-08-01,0,5.0000027,NA,2016,"IA0364"
"ARM","strips",2016-08-02,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-03,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-04,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-05,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-06,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-07,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-08,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-09,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-10,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-11,0.00207264,37.00001998,NA,2016,"IA0364"
"ARM","strips",2016-08-12,0.000214122,0,NA,2016,"IA0364"
"ARM","strips",2016-08-13,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-14,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-15,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-16,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-17,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-18,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-19,0.0008128,1.00000054,NA,2016,"IA0364"
"ARM","strips",2016-08-20,0.00133858,0,NA,2016,"IA0364"
"ARM","strips",2016-08-21,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-22,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-23,0.00202692,26.00001404,NA,2016,"IA0364"
"ARM","strips",2016-08-24,0.00127254,0,NA,2016,"IA0364"
"ARM","strips",2016-08-25,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-26,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-27,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-28,0,4.00000216,NA,2016,"IA0364"
"ARM","strips",2016-08-29,0,22.00001188,NA,2016,"IA0364"
"ARM","strips",2016-08-30,0,0,NA,2016,"IA0364"
"ARM","strips",2016-08-31,0,0,NA,2016,"IA0364"
"ARM","strips",2016-09-01,0,0,NA,2016,"IA0364"
"ARM","strips",2016-09-02,0,0,NA,2016,"IA0364"
"ARM","strips",2016-09-03,0,0,NA,2016,"IA0364"
"ARM","strips",2016-09-04,0,3.00000162,NA,2016,"IA0364"
"ARM","strips",2016-09-05,0,1.00000054,NA,2016,"IA0364"
"ARM","strips",2016-09-06,0,0,NA,2016,"IA0364"
"ARM","strips",2016-09-07,0,16.00000864,NA,2016,"IA0364"
"ARM","strips",2016-09-08,0,0,NA,2016,"IA0364"
"ARM","strips",2016-09-09,0,12.00000648,NA,2016,"IA0364"
"ARM","strips",2016-09-10,0,0,NA,2016,"IA0364"
"ARM","strips",2016-09-11,0,0,NA,2016,"IA0364"
"ARM","strips",2016-09-12,0,0,NA,2016,"IA0364"
"ARM","strips",2016-09-13,0.000762,11.00000594,NA,2016,"IA0364"
"ARM","strips",2016-09-14,0,0,NA,2016,"IA0364"
